fips,cases,deaths,cured
21171,1344,44,1300
21173,2862,30,2832
21175,2328,5,2323
21177,3080,67,3013
21179,5017,62,4955
21181,599,8,591
21183,2515,55,2460
21185,7701,84,7617
21187,742,13,729
21189,508,16,492
21191,1046,4,1042
21193,2794,66,2728
21195,5851,106,5745
21197,1348,13,1335
21199,6613,118,6495
21201,237,14,223
21203,1640,24,1616
21205,2329,20,2309
21207,1906,46,1860
21209,5486,36,5450
21211,4827,78,4749
21213,2156,42,2114
21215,1654,25,1629
21217,3188,53,3135
21219,1172,28,1144
21221,1341,14,1327
21223,705,7,698
21225,1449,16,1433
21227,16324,185,16139
21229,1462,41,1421
21231,2222,50,2172
21233,1419,22,1397
21235,4056,61,3995
21237,549,6,543
21239,2165,22,2143
22001,6806,196,6610
22003,3272,92,3180
22005,12936,168,12768
22007,2334,36,2298
22009,4345,124,4221
22011,3327,79,3248
22013,1711,83,1628
22015,14478,310,14168
22017,27253,761,26492
22019,23263,453,22810
22021,1139,29,1110
22023,634,7,627
22025,1179,38,1141
22027,1485,55,1430
22029,1920,62,1858
22031,2907,78,2829
22033,41204,837,40367
22035,1140,27,1113
22037,3258,115,3143
22039,3693,97,3596
22041,2571,107,2464
22043,2271,58,2213
22045,7408,161,7247
22047,3950,101,3849
22049,2075,52,2023
22051,47582,911,46671
22053,3250,97,3153
22059,1709,37,1672
22055,24566,294,24272
22057,10211,205,10006
22061,4702,93,4609
22063,14411,213,14198
22065,1572,40,1532
22067,2880,78,2802
22069,4171,94,4077
22071,31094,805,30289
22073,19096,462,18634
22075,2572,27,2545
22077,2731,75,2656
22079,12748,327,12421
22081,903,38,865
22083,2513,57,2456
22085,3004,64,2940
22087,4141,54,4087
22089,5642,98,5544
22091,983,12,971
22093,2038,51,1987
22095,3882,141,3741
22097,9190,262,8928
22099,5571,118,5453
22101,5080,143,4937
22103,26464,528,25936
22105,13259,306,12953
22107,371,8,363
22109,10983,228,10755
22111,2452,82,2370
22113,5786,126,5660
22115,3220,105,3115
22117,4491,134,4357
22119,4259,114,4145
22121,3005,63,2942
22123,1193,41,1152
22125,1210,34,1176
22127,1586,47,1539
23001,8410,86,8324
23003,1902,48,1854
23005,17252,200,17052
23007,1388,15,1373
23009,1376,38,1338
23011,6608,74,6534
23013,1147,6,1141
23015,1081,3,1078
23017,3645,67,3578
23019,6349,98,6251
23021,588,7,581
23023,1474,11,1463
23025,2285,32,2253
23027,1052,21,1031
23029,943,18,925
23031,13533,134,13399
24001,7057,212,6845
24003,43989,665,43324
24005,65989,1681,64308
24510,53166,1250,51916
24009,4240,86,4154
24011,2352,30,2322
24013,9533,254,9279
24015,6344,152,6192
24017,10968,216,10752
24019,2852,65,2787
24021,19844,342,19502
24023,2045,65,1980
24025,16661,300,16361
24027,19332,254,19078
24029,1360,51,1309
24031,71231,1623,69608
24033,85558,1597,83961
24035,3011,51,2960
24039,2625,40,2585
24037,6060,132,5928
24041,2184,44,2140
24043,14666,331,14335
24045,7731,174,7557
24047,3698,106,3592
25001,13948,470,13478
25003,6558,288,6270
25005,66918,1745,65173
25007,1414,0,1414
25009,97969,2403,95566
25011,2585,113,2472
25013,52448,1537,50911
25015,9177,300,8877
25017,135387,3778,131609
25019,1519,0,1519
25021,55031,1804,53227
25023,49299,1446,47853
25025,93146,1848,91298
25027,77436,2248,75188
26001,739,33,706
26003,670,7,663
26005,11186,161,11025
26007,2270,63,2207
26009,1636,30,1606
26011,1209,29,1180
26013,994,39,955
26015,5964,69,5895
26017,11264,355,10909
26019,1281,36,1245
26021,15596,292,15304
26023,5767,121,5646
26025,14566,318,14248
26027,5501,77,5424
26029,1681,22,1659
26031,1931,46,1885
26033,5631,50,5581
26035,2481,85,2396
26037,7656,92,7564
26039,995,14,981
26041,4057,95,3962
26043,2755,74,2681
26045,10153,212,9941
26047,2384,43,2341
26049,41756,970,40786
26051,2305,61,2244
26053,1406,52,1354
26055,6478,99,6379
26057,6986,125,6861
26059,4406,93,4313
26061,3141,43,3098
26063,4093,82,4011
26065,24909,391,24518
26067,9349,85,9264
26069,2007,74,1933
26071,1054,53,1001
26073,6339,100,6239
26075,21051,324,20727
26077,23188,402,22786
26079,1143,26,1117
26081,73774,866,72908
26083,174,2,172
26085,638,17,621
26087,9767,215,9552
26089,1243,19,1224
26091,10853,177,10676
26093,16804,196,16608
26095,1338,6,1332
26097,715,3,712
26099,100655,2497,98158
26101,1981,24,1957
26103,5938,64,5874
26105,2140,37,2103
26107,3215,36,3179
26109,2130,43,2087
26111,7577,94,7483
26113,1513,27,1486
26115,15419,264,15155
26117,8211,119,8092
26119,618,20,598
26121,18429,383,18046
26123,4897,68,4829
26125,118738,2444,116294
26127,2769,60,2709
26129,1745,43,1702
26131,482,21,461
26133,1962,31,1931
26135,691,31,660
26137,2362,41,2321
26139,32938,440,32498
26141,1057,34,1023
26143,1900,55,1845
26145,22525,634,21891
26151,4261,125,4136
26153,438,5,433
26155,6436,107,6329
26147,18501,448,18053
26149,6262,101,6161
26157,5668,174,5494
26159,7145,130,7015
26161,27140,310,26830
26163,165942,5167,160775
26165,2902,48,2854
27001,1390,37,1353
27003,42844,461,42383
27005,3870,56,3814
27007,4082,62,4020
27009,5831,98,5733
27011,605,4,601
27013,7636,44,7592
27015,3080,40,3040
27017,3539,57,3482
27019,10685,48,10637
27021,2869,32,2837
27023,1539,38,1501
27025,6214,52,6162
27027,8271,92,8179
27029,890,16,874
27031,172,0,172
27033,1673,24,1649
27035,6828,97,6731
27037,46914,472,46442
27039,1877,3,1874
27041,4760,81,4679
27043,1560,19,1541
27045,1577,10,1567
27047,3475,33,3442
27049,4840,74,4766
27051,594,8,586
27053,125204,1788,123416
27055,1747,16,1731
27057,1968,41,1927
27059,4408,64,4344
27061,4607,65,4542
27063,1227,12,1215
27065,1469,28,1441
27067,6690,85,6605
27069,490,22,468
27071,958,18,940
27073,756,22,734
27075,833,20,813
27077,345,3,342
27079,2977,26,2951
27081,584,3,581
27083,3641,54,3587
27087,565,9,556
27089,888,17,871
27091,2354,33,2321
27085,4323,61,4262
27093,2636,43,2593
27095,3118,55,3063
27097,4254,62,4192
27099,4713,33,4680
27101,1071,10,1061
27103,3316,45,3271
27105,4083,50,4033
27107,548,9,539
27109,13423,102,13321
27111,5872,86,5786
27113,1538,20,1518
27115,3351,23,3328
27117,1166,26,1140
27119,3892,72,3820
27121,1130,6,1124
27123,52573,903,51670
27125,401,7,394
27127,1767,40,1727
27129,1829,46,1783
27131,8214,111,8103
27133,1286,19,1267
27135,2113,21,2092
27139,17567,138,17429
27141,12033,95,11938
27143,1468,10,1458
27137,18163,318,17845
27145,22570,226,22344
27147,3983,18,3965
27149,925,11,914
27151,1070,18,1052
27153,2865,33,2832
27155,377,5,372
27157,2079,3,2076
27159,1639,23,1616
27161,2386,23,2363
27163,27458,295,27163
27165,1356,9,1347
27167,833,13,820
27169,4616,52,4564
27171,16396,150,16246
27173,1150,20,1130
28001,3124,86,3038
28003,3309,74,3235
28005,1271,43,1228
28007,2154,73,2081
28009,1024,25,999
28011,4848,134,4714
28013,1744,32,1712
28015,1223,30,1193
28017,2117,59,2058
28019,797,18,779
28021,1033,30,1003
28023,1792,80,1712
28025,1884,54,1830
28027,3012,84,2928
28029,3013,66,2947
28031,2686,83,2603
28033,22397,273,22124
28035,7888,153,7735
28037,852,23,829
28039,2533,51,2482
28041,1319,34,1285
28043,2641,88,2553
28045,3893,87,3806
28047,18569,317,18252
28049,21005,424,20581
28051,1907,74,1833
28053,975,33,942
28055,169,6,163
28057,3052,80,2972
28059,13837,250,13587
28061,2225,48,2177
28063,663,28,635
28065,1087,34,1053
28067,8490,167,8323
28069,967,29,938
28071,6333,122,6211
28073,6398,88,6310
28075,7272,243,7029
28077,1320,25,1295
28079,2732,74,2658
28081,10102,176,9926
28083,3518,125,3393
28085,4021,113,3908
28087,6557,150,6407
28089,10323,227,10096
28091,2724,80,2644
28093,4594,105,4489
28095,4179,136,4043
28097,1290,44,1246
28099,4083,180,3903
28101,2495,64,2431
28103,1286,34,1252
28105,4675,98,4577
28107,4679,111,4568
28109,4644,148,4496
28111,1283,38,1245
28113,3380,111,3269
28115,4290,73,4217
28117,2864,61,2803
28119,825,17,808
28121,14041,282,13759
28123,3211,74,3137
28125,510,17,493
28127,3016,89,2927
28129,1649,34,1615
28131,1914,34,1880
28133,3399,93,3306
28135,1801,42,1759
28137,3433,87,3346
28139,2933,68,2865
28141,2331,69,2262
28143,1083,27,1056
28145,4168,78,4090
28147,1359,47,1312
28149,4455,121,4334
28151,5435,138,5297
28153,2659,42,2617
28155,1151,32,1119
28157,700,32,668
28159,2311,82,2229
28161,1682,40,1642
28163,3156,71,3085
29001,2547,20,2527
29003,1963,21,1942
29005,463,6,457
29007,2804,58,2746
29009,3059,47,3012
29011,1236,16,1220
29013,1352,32,1320
29015,1743,35,1708
29017,1164,14,1150
29019,18992,117,18875
29021,10991,186,10805
29023,4292,50,4242
29025,881,15,866
29027,5148,51,5097
29029,4421,89,4332
29031,9607,139,9468
29033,1072,24,1048
29035,548,11,537
29037,9542,116,9426
29039,1167,21,1146
29041,754,8,746
29043,9614,96,9518
29045,718,8,710
29047,10490,174,10316
29049,2022,65,1957
29051,9371,130,9241
29053,1957,27,1930
29055,2671,40,2631
29057,757,31,726
29059,1521,28,1493
29061,758,11,747
29063,1145,32,1113
29065,1057,19,1038
29067,1023,29,994
29069,3096,50,3046
29071,10869,186,10683
29073,1588,47,1541
29075,854,20,834
29077,32393,482,31911
29079,1139,35,1104
29081,902,14,888
29083,2092,40,2052
29085,704,15,689
29087,461,14,447
29089,1075,7,1068
29091,3666,45,3621
29093,927,7,920
29095,39728,481,39247
29097,10155,132,10023
29099,23794,254,23540
29101,4883,59,4824
0,6632,112,6520
0,45521,597,44924
29103,386,3,383
29105,3693,75,3618
29107,3219,57,3162
29109,3698,87,3611
29111,1071,20,1051
29113,6318,51,6267
29115,1599,17,1582
29117,2145,46,2099
29121,1648,18,1630
29123,1691,16,1675
29125,654,8,646
29127,3678,53,3625
29119,2868,38,2830
29129,313,2,311
29131,2702,57,2645
29133,1503,28,1475
29135,1835,32,1803
29137,1021,12,1009
29139,1075,13,1062
29141,1807,44,1763
29143,2153,47,2106
29145,5819,80,5739
29147,2758,25,2733
29149,848,5,843
29151,1655,16,1639
29153,680,21,659
29155,1615,39,1576
29157,2279,30,2249
29159,5230,77,5153
29161,4022,131,3891
29163,1815,26,1789
29165,4283,49,4234
29167,3840,42,3798
29169,3648,55,3593
29171,485,4,481
29173,1076,13,1063
29175,2715,31,2684
29177,2054,27,2027
29179,493,4,489
29181,1108,17,1091
29195,2890,38,2852
29197,346,7,339
29199,306,4,302
29201,4753,87,4666
29203,610,12,598
29205,683,7,676
29183,48289,587,47702
29185,811,8,803
29187,8983,116,8867
29189,101753,2269,99484
29510,25445,531,24914
29186,1846,17,1829
29207,2549,42,2507
29209,2696,48,2648
29211,869,14,855
29213,6061,102,5959
29215,2024,23,2001
29217,1999,46,1953
29219,3252,38,3214
29221,2796,52,2744
29223,1045,14,1031
29225,4089,56,4033
29227,186,2,184
29229,1751,34,1717
30001,929,12,917
30003,2589,76,2513
30005,820,24,796
30007,524,5,519
30009,912,17,895
30011,151,5,146
30013,9516,187,9329
30015,516,7,509
30017,1207,18,1189
30019,197,8,189
30021,1106,29,1077
30023,1126,16,1110
30025,289,2,287
30027,1132,31,1101
30029,12435,102,12333
30031,15028,63,14965
30033,80,2,78
30035,1547,43,1504
30037,57,2,55
30039,204,2,202
30041,2034,46,1988
30043,1113,8,1105
30045,92,1,91
30047,2139,36,2103
30049,7064,92,6972
30051,119,1,118
30053,1648,18,1630
30057,796,8,788
30055,183,1,182
30059,152,7,145
30061,293,2,291
30063,9371,96,9275
30065,376,14,362
30067,1460,20,1440
30069,12,1,11
30071,527,16,511
30073,509,4,505
30075,134,6,128
30077,940,11,929
30079,141,2,139
30081,3262,50,3212
30083,1246,18,1228
30085,1670,55,1615
30087,1232,50,1182
30089,676,15,661
30091,424,5,419
30093,4164,86,4078
30095,752,14,738
30097,404,7,397
30099,506,6,500
30101,728,11,717
30103,55,1,54
30105,902,18,884
30107,183,8,175
30109,121,6,115
30111,18069,274,17795
31001,3181,54,3127
31003,536,7,529
31005,24,1,23
31007,29,0,29
31009,21,0,21
31011,585,4,581
31013,959,11,948
31015,176,3,173
31017,220,2,218
31019,5517,57,5460
31021,671,12,659
31023,861,12,849
31025,2675,16,2659
31027,776,11,765
31029,463,5,458
31031,301,7,294
31033,953,19,934
31035,780,17,763
31037,1594,21,1573
31039,1056,15,1041
31041,852,19,833
31043,4150,82,4068
31045,768,20,748
31047,2850,31,2819
31049,117,2,115
31051,611,9,602
31053,4983,80,4903
31055,72236,731,71505
31057,185,4,181
31059,507,13,494
31061,239,4,235
31063,193,1,192
31065,508,5,503
31067,2156,20,2136
31069,118,1,117
31071,153,1,152
31073,180,5,175
31075,36,4,32
31077,214,1,213
31079,7877,120,7757
31081,973,18,955
31083,228,0,228
31085,61,0,61
31087,255,5,250
31089,865,16,849
31091,47,3,44
31093,559,10,549
31095,664,3,661
31097,656,10,646
31099,616,5,611
31101,723,10,713
31103,54,0,54
31105,437,7,430
31107,888,12,876
31109,31535,238,31297
31111,4138,81,4057
31113,81,0,81
31115,42,0,42
31119,4303,44,4259
31117,28,1,27
31121,779,15,764
31123,509,15,494
31125,414,10,404
31127,804,13,791
31129,548,12,536
31131,1479,13,1466
31133,241,4,237
31135,294,11,283
31137,1007,10,997
31139,642,20,622
31141,4150,50,4100
31143,589,18,571
31145,1214,15,1199
31147,816,24,792
31149,102,2,100
31151,2041,3,2038
31153,22445,132,22313
31155,2545,20,2525
31157,4683,96,4587
31159,2038,34,2004
31161,539,21,518
31163,212,4,208
31165,31,1,30
31167,372,11,361
31169,491,7,484
31171,55,1,54
31173,848,11,837
31175,327,2,325
31177,2204,27,2177
31179,1090,7,1083
31181,419,8,411
31183,39,0,39
31185,1826,13,1813
32510,6626,124,6502
32001,2127,49,2078
32003,259885,4494,255391
32005,3018,37,2981
32007,5174,58,5116
32009,38,0,38
32011,55,0,55
32013,1219,14,1205
32015,480,9,471
32017,376,3,373
32019,3357,65,3292
32021,309,7,302
32023,3014,108,2906
32027,971,20,951
32029,117,3,114
32031,46310,684,45626
32033,636,6,630
33001,4173,100,4073
33003,2493,13,2480
33005,3899,35,3864
33007,2059,43,2016
33009,4080,28,4052
33011,36407,647,35760
33013,9689,116,9573
33015,24400,266,24134
33017,10094,97,9997
33019,1885,26,1859
34001,31659,694,30965
34003,104996,2887,102109
34005,44399,872,43527
34007,55951,1336,54615
34009,9292,208,9084
34011,17234,441,16793
34013,94502,3024,91478
34015,30725,644,30081
34017,88385,2301,86084
34019,9894,176,9718
34021,34203,959,33244
34023,92684,2368,90316
34025,76104,1638,74466
34027,50394,1240,49154
34029,76472,2171,74301
34031,73407,1937,71470
34033,6118,188,5930
34035,30241,846,29395
34037,14118,307,13811
34039,71768,1978,69790
34041,10037,237,9800
35001,59118,964,58154
35003,97,5,92
35005,9302,171,9131
35006,3561,125,3436
35007,950,47,903
35009,5332,86,5246
35011,178,2,176
35013,25350,492,24858
35015,6955,141,6814
35017,1751,41,1710
35019,724,11,713
35021,13,1,12
35023,367,9,358
35025,9211,198,9013
35027,1765,19,1746
35028,538,7,531
35029,3382,92,3290
35031,12382,478,11904
35033,175,7,168
35035,5242,81,5161
35037,537,11,526
35039,3794,79,3715
35041,2030,59,1971
35045,15730,497,15233
35047,1408,17,1391
35043,12250,241,12009
35049,10833,151,10682
35051,779,52,727
35053,1330,61,1269
35055,1721,53,1668
35057,1089,15,1074
35059,427,10,417
35061,7221,119,7102
36001,24734,357,24377
36003,3562,87,3475
36007,18655,366,18289
36009,5724,92,5632
36011,6350,92,6258
36013,8962,145,8817
36015,7783,136,7647
36017,3514,77,3437
36019,4847,33,4814
36021,4079,104,3975
36023,3934,63,3871
36025,2395,39,2356
36027,29512,446,29066
36029,89668,1812,87856
36031,1603,26,1577
36033,2564,12,2552
36035,4429,93,4336
36037,5441,124,5317
36039,3406,79,3327
36041,316,2,314
36043,5206,109,5097
36045,6174,68,6106
36049,2823,36,2787
36051,4535,60,4475
36053,4570,89,4481
36055,69164,1115,68049
36057,4257,127,4130
36059,183980,3179,180801
0,955649,33415,922234
36063,20059,374,19685
36065,22664,517,22147
36067,39035,678,38357
36069,7411,93,7318
36071,48432,723,47709
36073,3123,83,3040
36075,7639,93,7546
36077,3468,47,3421
36079,10630,93,10537
36083,11249,144,11105
36087,47022,756,46266
36091,15412,168,15244
36093,13217,205,13012
36095,1701,18,1683
36097,1082,14,1068
36099,2011,57,1954
36089,6667,97,6570
36101,6969,146,6823
36103,201431,3403,198028
36105,6692,76,6616
36107,3842,63,3779
36109,4358,52,4306
36111,13927,257,13670
36113,3674,57,3617
36115,3167,55,3112
36117,5796,71,5725
36119,129865,2293,127572
36121,3588,53,3535
36123,1180,26,1154
37001,19026,290,18736
37003,4454,85,4369
37005,1096,5,1091
37007,2636,56,2580
37009,2248,45,2203
37011,2161,21,2140
37013,4781,102,4679
37015,1794,45,1749
37017,3510,46,3464
37019,9336,156,9180
37021,18090,335,17755
37023,10157,162,9995
37025,22368,262,22106
37027,9527,110,9417
37029,695,6,689
37031,5259,55,5204
37033,2198,30,2168
37035,19815,312,19503
37037,4752,89,4663
37039,2631,38,2593
37041,1488,34,1454
37043,906,18,888
37045,11702,228,11474
37047,6459,152,6307
37049,9473,126,9347
37051,30285,321,29964
37053,1579,16,1563
37055,2188,10,2178
37057,17027,197,16830
37059,4179,40,4139
37061,6378,142,6236
37063,25958,234,25724
37065,5702,113,5589
37067,37028,421,36607
37069,7048,54,6994
37071,27194,443,26751
37073,751,13,738
37075,666,13,653
37077,5987,83,5904
37079,2420,47,2373
37081,48720,721,47999
37083,5685,114,5571
37085,12051,181,11870
37087,4497,99,4398
37089,10312,165,10147
37091,2113,64,2049
37093,4897,56,4841
37095,671,9,662
37097,19278,236,19042
37099,3662,56,3606
37101,22271,237,22034
37103,898,28,870
37105,6154,82,6072
37107,6268,124,6144
37109,10285,86,10199
37113,3162,41,3121
37115,1601,42,1559
37117,2325,45,2280
37111,5295,63,5232
37119,114641,976,113665
37121,1479,16,1463
37123,3382,97,3285
37125,9055,194,8861
37127,11713,197,11516
37129,19552,175,19377
37131,1898,61,1837
37133,17878,154,17724
37135,8595,101,8494
37137,1119,13,1106
37139,3444,84,3360
37141,5554,71,5483
37143,1037,12,1025
37145,3511,71,3440
37147,20499,96,20403
37149,1501,30,1471
37151,15342,232,15110
37153,4812,98,4714
37155,16864,271,16593
37157,8101,155,7946
37159,17241,311,16930
37161,7444,217,7227
37163,8155,114,8041
37165,3905,88,3817
37167,7934,138,7796
37169,4237,82,4155
37171,8405,170,8235
37173,1208,18,1190
37175,2388,33,2355
37177,326,6,320
37179,24917,226,24691
37181,4994,89,4905
37183,90342,737,89605
37185,1816,20,1796
37187,1139,32,1107
37189,5027,33,4994
37191,11485,246,11239
37193,6949,118,6831
37195,9919,181,9738
37197,4136,55,4081
37199,1641,28,1613
38001,271,3,268
38003,1422,31,1391
38005,1102,19,1083
38007,54,0,54
38009,724,20,704
38011,406,5,401
38013,247,3,244
38015,16037,196,15841
38017,24788,210,24578
38019,432,5,427
38021,800,33,767
38023,187,2,185
38025,401,7,394
38027,470,6,464
38029,441,13,428
38031,600,19,581
38033,261,3,258
38035,10720,79,10641
38037,211,7,204
38039,330,2,328
38041,332,4,328
38043,279,10,269
38045,537,17,520
38047,267,10,257
38049,658,23,635
38051,354,7,347
38053,1461,14,1447
38055,1293,31,1262
38057,1164,10,1154
38059,5349,101,5248
38061,1389,18,1371
38063,482,15,467
38065,158,3,155
38067,823,11,812
38069,550,25,525
38071,1729,30,1699
38073,700,17,683
38075,322,14,308
38077,2027,17,2010
38079,2161,28,2133
38081,501,7,494
38083,122,2,120
38085,665,12,653
38087,32,0,32
38089,4956,52,4904
38091,195,2,193
38093,3544,81,3463
38095,327,11,316
38097,1054,18,1036
38099,1913,27,1886
38101,9969,200,9769
38103,458,8,450
38105,5032,40,4992
69110,181,2,179
69120,2,0,2
39001,2436,56,2380
39003,11934,244,11690
39005,4368,97,4271
39007,7203,179,7024
39009,5250,60,5190
39011,5032,87,4945
39013,6163,177,5986
39015,4032,61,3971
39017,39162,610,38552
39019,1981,48,1933
39021,3455,60,3395
39023,14260,306,13954
39025,20168,255,19913
39027,3811,66,3745
39029,9052,234,8818
39031,2699,60,2639
39033,4060,111,3949
39035,116072,2234,113838
39037,5425,129,5296
39039,4325,99,4226
39041,18920,137,18783
39043,8060,165,7895
39045,16599,204,16395
39047,2862,50,2812
39049,129181,1482,127699
39051,4327,75,4252
39053,2413,50,2363
39055,6861,153,6708
39057,15317,249,15068
39059,3259,54,3205
39061,81520,1254,80266
39063,7009,134,6875
39065,2768,65,2703
39067,1143,38,1105
39069,2740,67,2673
39071,3607,66,3541
39073,2206,63,2143
39075,2711,102,2609
39077,5569,122,5447
39079,3191,54,3137
39081,5685,160,5525
39083,4577,112,4465
39085,21240,390,20850
39087,5754,103,5651
39089,16692,225,16467
39091,3882,79,3803
39093,25720,506,25214
39095,43446,827,42619
39097,4449,66,4383
39099,22415,604,21811
39101,8654,139,8515
39103,15640,275,15365
39105,1488,40,1448
39107,4880,85,4795
39109,10869,226,10643
39111,1364,45,1319
39113,52649,1054,51595
39115,1102,24,1078
39117,2923,40,2883
39119,8925,136,8789
39121,1364,39,1325
39123,3739,81,3658
39125,1769,42,1727
39127,2974,50,2924
39129,8680,122,8558
39131,2428,36,2392
39133,13269,216,13053
39135,3874,106,3768
39137,4338,104,4234
39139,11622,211,11411
39141,6957,164,6793
39143,5447,128,5319
39145,6558,107,6451
39147,5352,128,5224
39149,4778,95,4683
39151,33409,932,32477
39153,48510,1008,47502
39155,16590,485,16105
39157,8669,252,8417
39159,5855,49,5806
39161,2477,65,2412
39163,863,17,846
39165,24652,306,24346
39167,5327,110,5217
39169,9173,226,8947
39171,3496,78,3418
39173,13302,200,13102
39175,2347,56,2291
40001,3226,44,3182
40003,1155,7,1148
40005,1885,27,1858
40007,475,6,469
40009,2902,58,2844
40011,1055,20,1035
40013,6219,79,6140
40015,3997,96,3901
40017,17461,187,17274
40019,6337,129,6208
40021,5711,79,5632
40023,1633,27,1606
40025,219,2,217
40027,31412,439,30973
40029,705,15,690
